type,area_in_marla,bedroom,bath,location_city,price
Residential Plot,6.0,0.0,0.0,Sialkot,11200000.000000002
Residential Plot,5.0,0.0,0.0,Sialkot,5200000.0
Residential Plot,5.0,0.0,0.0,Sialkot,4500000.0
Residential Plot,5.0,0.0,0.0,Sialkot,6000000.0
Residential Plot,5.0,0.0,0.0,Sialkot,9000000.0
Residential Plot,20.0,0.0,0.0,Sialkot,21000000.0
Residential Plot,10.0,0.0,0.0,Sialkot,12000000.0
Commercial Plot,6.0,0.0,0.0,Sialkot,72500000.0
Residential Plot,5.0,0.0,0.0,Sialkot,5500000.0
Plot File,10.0,0.0,0.0,Sialkot,790000.0
Residential Plot,20.0,0.0,0.0,Sialkot,23000000.0
Residential Plot,40.0,0.0,0.0,Sialkot,31400000.0
Residential Plot,5.0,0.0,0.0,Sialkot,6600000.0
Residential Plot,10.0,0.0,0.0,Sialkot,10900000.0
Residential Plot,5.0,0.0,0.0,Sialkot,4150000.0
Residential Plot,12.0,0.0,0.0,Sialkot,14000000.0
Commercial Plot,3.0,0.0,0.0,Sialkot,16500000.0
Residential Plot,10.0,0.0,0.0,Sialkot,10900000.0
Commercial Plot,4.0,0.0,0.0,Sialkot,8500000.0
Residential Plot,10.0,0.0,0.0,Sialkot,13100000.0
Residential Plot,20.0,0.0,0.0,Sialkot,14700000.0
Residential Plot,20.0,0.0,0.0,Sialkot,22000000.0
Residential Plot,5.0,0.0,0.0,Sialkot,6200000.0
Residential Plot,20.0,0.0,0.0,Sialkot,34000000.0
Commercial Plot,3.0,0.0,0.0,Sialkot,12700000.0
Residential Plot,10.0,0.0,0.0,Sialkot,12800000.0
Residential Plot,10.0,0.0,0.0,Sialkot,12400000.0
Residential Plot,20.0,0.0,0.0,Sialkot,36500000.0
Plot File,5.0,0.0,0.0,Sialkot,200000.0
Residential Plot,5.0,0.0,0.0,Sialkot,7900000.0
Commercial Plot,3.0,0.0,0.0,Sialkot,11000000.0
Residential Plot,6.0,0.0,0.0,Sialkot,13200000.0
Residential Plot,10.0,0.0,0.0,Sialkot,15500000.0
Commercial Plot,6.0,0.0,0.0,Sialkot,42500000.0
Residential Plot,20.0,0.0,0.0,Sialkot,25000000.0
Residential Plot,6.0,0.0,0.0,Sialkot,11000000.0
Residential Plot,5.0,0.0,0.0,Sialkot,3000000.0
Residential Plot,6.0,0.0,0.0,Sialkot,7000000.0
Residential Plot,20.0,0.0,0.0,Sialkot,36000000.0
Residential Plot,10.0,0.0,0.0,Sialkot,16500000.0
Commercial Plot,54.0,0.0,0.0,Sialkot,300000000.0
Residential Plot,10.0,0.0,0.0,Sialkot,11000000.0
Residential Plot,10.0,0.0,0.0,Sialkot,14000000.0
Commercial Plot,640.0,0.0,0.0,Sialkot,900000000.0
Residential Plot,20.0,0.0,0.0,Sialkot,35000000.0
Plot File,5.0,0.0,0.0,Sialkot,5750000.0
Plot File,10.0,0.0,0.0,Sialkot,11500000.0
Residential Plot,15.0,0.0,0.0,Sialkot,67500000.0
Residential Plot,6.0,0.0,0.0,Sialkot,9000000.0
Residential Plot,6.0,0.0,0.0,Sialkot,4400000.0
Residential Plot,17.0,0.0,0.0,Sialkot,12000000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,4.8,0.0,0.0,Other,400000.0
Residential Plot,740.0,0.0,0.0,Other,16800000.0
Residential Plot,20.0,0.0,0.0,Other,6500000.0
Commercial Plot,80.0,0.0,0.0,Other,9000000.0
Residential Plot,160.0,0.0,0.0,Other,6500000.0
Residential Plot,40.0,0.0,0.0,Other,1800000.0
Residential Plot,80.0,0.0,0.0,Other,120000000.0
Other,1000.0,2.0,2.0,Other,450000000.0
Residential Plot,3.9669421487603307,0.0,0.0,Other,1250000.0
Commercial Plot,168.0,0.0,0.0,Other,120000000.0
Residential Plot,10.0,0.0,0.0,Other,7000000.0
Commercial Plot,40.0,0.0,0.0,Other,20000000.0
Commercial Plot,44.0,0.0,0.0,Other,66000000.0
Other,9.5,2.0,2.0,Other,8000000.0
Residential Plot,6.0,0.0,0.0,Other,550000.0
Commercial Plot,40.0,0.0,0.0,Other,68000000.0
Residential Plot,6.0,0.0,0.0,Other,2400000.0
Residential Plot,7.0,0.0,0.0,Other,8400000.0
Commercial Plot,17.7,0.0,0.0,Other,80000000.0
Commercial Plot,96.0,0.0,0.0,Other,80000000.0
Residential Plot,5.0,0.0,0.0,Other,1750000.0
Commercial Plot,380.0,0.0,0.0,Other,150000000.0
Residential Plot,15.0,0.0,0.0,Other,3500000.0
Residential Plot,160.0,0.0,0.0,Other,6500000.0
Residential Plot,60.0,0.0,0.0,Other,7500000.0
Residential Plot,8.264462809917354,0.0,0.0,Other,900000.0
Residential Plot,4.132231404958677,0.0,0.0,Other,800000.0
Residential Plot,4.132231404958677,0.0,0.0,Other,800000.0
Residential Plot,1.9834710743801653,0.0,0.0,Other,750000.0
Residential Plot,4.958677685950414,0.0,0.0,Other,4320000.0
Commercial Plot,160.0,0.0,0.0,Other,45000000.0
Residential Plot,4.958677685950414,0.0,0.0,Other,1620000.0
Residential Plot,5.487603305785124,0.0,0.0,Other,1800000.0
Residential Plot,2.2148760330578514,0.0,0.0,Other,810000.0
Commercial Plot,17.619834710743802,0.0,0.0,Other,48000000.0
Agricultural Land,160.0,0.0,0.0,Other,70200000.0
Residential Plot,4.958677685950414,0.0,0.0,Other,2970000.0
Residential Plot,3.9669421487603307,0.0,0.0,Other,2376000.0
Residential Plot,20.0,0.0,0.0,Other,15000000.0
Residential Plot,5.0,0.0,0.0,Other,3700000.0
Commercial Plot,8.9,0.0,0.0,Other,35000000.0
Residential Plot,5.0,0.0,0.0,Other,2800000.0
Residential Plot,10.0,0.0,0.0,Other,7200000.0
Residential Plot,14.0,0.0,0.0,Other,10000000.0
Residential Plot,5.6,0.0,0.0,Other,3500000.0
Residential Plot,5.0,0.0,0.0,Other,4000000.0
Residential Plot,5.0,0.0,0.0,Other,5500000.0
Residential Plot,8.0,0.0,0.0,Other,7600000.0
Residential Plot,5.0,0.0,0.0,Other,4500000.0
Residential Plot,14.0,0.0,0.0,Other,12200000.0
Residential Plot,5.0,0.0,0.0,Other,3500000.0
Residential Plot,20.0,0.0,0.0,Other,16000000.0
Residential Plot,5.6,0.0,0.0,Other,3450000.0
Residential Plot,20.0,0.0,0.0,Other,12000000.0
Residential Plot,5.0,0.0,0.0,Other,3300000.0
Residential Plot,8.0,0.0,0.0,Other,4000000.0
Commercial Plot,12.0,0.0,0.0,Other,75000000.0
Residential Plot,12.0,0.0,0.0,Other,7850000.0
Residential Plot,5.0,0.0,0.0,Other,3200000.0
Residential Plot,5.0,0.0,0.0,Other,3200000.0
Residential Plot,14.0,0.0,0.0,Other,8500000.0
Residential Plot,5.0,0.0,0.0,Other,4300000.0
Residential Plot,5.0,0.0,0.0,Other,5200000.0
Residential Plot,10.0,0.0,0.0,Other,7000000.0
Residential Plot,5.0,0.0,0.0,Other,4000000.0
Residential Plot,14.0,0.0,0.0,Other,8500000.0
Residential Plot,5.0,0.0,0.0,Other,4000000.0
Residential Plot,5.0,0.0,0.0,Other,5950000.0
Residential Plot,5.0,0.0,0.0,Other,2700000.0
Residential Plot,5.0,0.0,0.0,Other,4500000.0
Residential Plot,8.0,0.0,0.0,Other,6000000.0
Residential Plot,20.0,0.0,0.0,Other,12800000.0
Residential Plot,40.0,0.0,0.0,Other,25000000.0
Residential Plot,5.0,0.0,0.0,Other,3200000.0
Residential Plot,5.0,0.0,0.0,Other,3400000.0
Residential Plot,10.9,0.0,0.0,Other,6500000.0
Residential Plot,5.0,0.0,0.0,Other,3400000.0
Residential Plot,8.0,0.0,0.0,Other,4800000.0
Residential Plot,10.0,0.0,0.0,Other,11399999.999999998
Residential Plot,14.0,0.0,0.0,Other,9700000.0
Residential Plot,5.0,0.0,0.0,Other,2750000.0
Residential Plot,5.0,0.0,0.0,Other,5700000.0
Residential Plot,5.0,0.0,0.0,Other,790000.0
Residential Plot,5.0,0.0,0.0,Other,5690000.0
Residential Plot,5.0,0.0,0.0,Other,2700000.0
Residential Plot,14.2,0.0,0.0,Other,9000000.0
Residential Plot,5.0,0.0,0.0,Other,4500000.0
Residential Plot,5.0,0.0,0.0,Other,3000000.0
Residential Plot,5.0,0.0,0.0,Other,4500000.0
Residential Plot,5.0,0.0,0.0,Other,3340000.0
Residential Plot,10.0,0.0,0.0,Other,5800000.0
Residential Plot,5.0,0.0,0.0,Other,3700000.0
Residential Plot,20.0,0.0,0.0,Other,9000000.0
Residential Plot,8.0,0.0,0.0,Other,4000000.0
Residential Plot,14.0,0.0,0.0,Other,7200000.0
Residential Plot,10.0,0.0,0.0,Other,7700000.0
Residential Plot,5.0,0.0,0.0,Other,3600000.0
Residential Plot,10.9,0.0,0.0,Other,6500000.0
Residential Plot,10.0,0.0,0.0,Other,6000000.0
Residential Plot,8.0,0.0,0.0,Other,5500000.0
Residential Plot,8.0,0.0,0.0,Other,5800000.0
Residential Plot,5.0,0.0,0.0,Other,4200000.0
Residential Plot,20.0,0.0,0.0,Other,13000000.0
Residential Plot,14.0,0.0,0.0,Other,9200000.0
Residential Plot,8.0,0.0,0.0,Other,4400000.0
Residential Plot,10.0,0.0,0.0,Other,8500000.0
Residential Plot,8.0,0.0,0.0,Other,7550000.0
Residential Plot,5.0,0.0,0.0,Other,3400000.0
Residential Plot,8.0,0.0,0.0,Other,5000000.0
Residential Plot,5.0,0.0,0.0,Other,2800000.0
Residential Plot,8.0,0.0,0.0,Other,3900000.0
Residential Plot,8.0,0.0,0.0,Other,6000000.0
Residential Plot,5.0,0.0,0.0,Other,4500000.0
Residential Plot,5.0,0.0,0.0,Other,5800000.0
Residential Plot,20.0,0.0,0.0,Other,13000000.0
Commercial Plot,10.7,0.0,0.0,Other,35000000.0
Residential Plot,20.0,0.0,0.0,Other,12500000.0
Residential Plot,40.0,0.0,0.0,Other,24500000.0
Residential Plot,5.0,0.0,0.0,Other,3500000.0
Residential Plot,5.0,0.0,0.0,Other,4200000.0
Residential Plot,5.0,0.0,0.0,Other,2700000.0
Residential Plot,5.0,0.0,0.0,Other,3600000.0
Residential Plot,5.0,0.0,0.0,Other,5000000.0
Residential Plot,15.0,0.0,0.0,Other,9500000.0
Residential Plot,10.0,0.0,0.0,Other,7800000.0
Residential Plot,10.9,0.0,0.0,Other,6500000.0
Residential Plot,8.0,0.0,0.0,Other,5700000.0
Residential Plot,5.0,0.0,0.0,Other,6400000.0
Residential Plot,20.0,0.0,0.0,Other,12500000.0
Residential Plot,5.0,0.0,0.0,Other,5000000.0
Residential Plot,8.0,0.0,0.0,Other,4000000.0
Residential Plot,5.0,0.0,0.0,Other,3450000.0
Residential Plot,5.0,0.0,0.0,Other,4800000.0
Residential Plot,72.72727272727273,0.0,0.0,Other,5556000.0
Residential Plot,18.380165289256198,0.0,0.0,Other,5000000.0
Commercial Plot,158.67768595041323,0.0,0.0,Other,15000000.0
Residential Plot,3.9669421487603307,0.0,0.0,Other,400000.0
Residential Plot,5.0,0.0,0.0,Other,3250000.0
Agricultural Land,480.0,0.0,0.0,Other,18000000.0
Residential Plot,8.0,0.0,0.0,Other,2500000.0
Residential Plot,24.0,0.0,0.0,Other,7500000.0
Residential Plot,16.0,0.0,0.0,Other,500000.0
Residential Plot,40.0,0.0,0.0,Other,11000000.0
Residential Plot,24.0,0.0,0.0,Other,4500000.0
Plot File,40.0,0.0,0.0,Other,400000.0
Commercial Plot,60.0,0.0,0.0,Other,19000000.0
Residential Plot,5.0,0.0,0.0,Other,1250000.0
Residential Plot,10.1,0.0,0.0,Other,4500000.0
Residential Plot,5.0,0.0,0.0,Other,2000000.0
Residential Plot,10.0,0.0,0.0,Other,3200000.0
Agricultural Land,240.0,0.0,0.0,Other,20000000.0
Commercial Plot,20.0,0.0,0.0,Other,25200000.0
Residential Plot,5.0,0.0,0.0,Wah,1600000.0
Residential Plot,5.0,0.0,0.0,Wah,4200000.0
Plot File,5.0,0.0,0.0,Wah,300000.0
Residential Plot,4.0,0.0,0.0,Wah,1300000.0
Residential Plot,5.0,0.0,0.0,Wah,3800000.0
Residential Plot,4.0,0.0,0.0,Wah,2600000.0
Residential Plot,5.0,0.0,0.0,Wah,2700000.0
Residential Plot,20.0,0.0,0.0,Wah,5800000.0
Residential Plot,5.0,0.0,0.0,Wah,3150000.0
Residential Plot,5.0,0.0,0.0,Wah,1300000.0
Residential Plot,5.0,0.0,0.0,Wah,3800000.0
Residential Plot,7.0,0.0,0.0,Wah,10500000.0
Residential Plot,30.0,0.0,0.0,Wah,11000000.0
Residential Plot,5.0,0.0,0.0,Wah,1300000.0
Residential Plot,5.0,0.0,0.0,Wah,3000000.0
Residential Plot,5.0,0.0,0.0,Wah,3500000.0
Residential Plot,7.2,0.0,0.0,Wah,7000000.0
Residential Plot,5.0,0.0,0.0,Wah,3600000.0
Residential Plot,10.0,0.0,0.0,Wah,4100000.0
Residential Plot,5.0,0.0,0.0,Wah,2500000.0
Residential Plot,5.0,0.0,0.0,Wah,3000000.0
Residential Plot,5.0,0.0,0.0,Wah,3000000.0
Residential Plot,20.0,0.0,0.0,Wah,16000000.0
Residential Plot,5.0,0.0,0.0,Wah,1800000.0
Residential Plot,12.0,0.0,0.0,Wah,9000000.0
Residential Plot,5.0,0.0,0.0,Wah,2000000.0
Residential Plot,10.0,0.0,0.0,Wah,9500000.0
Residential Plot,7.0,0.0,0.0,Wah,4500000.0
Residential Plot,13.0,0.0,0.0,Wah,9000000.0
Residential Plot,5.0,0.0,0.0,Wah,1800000.0
Plot File,3.0,0.0,0.0,Wah,1295000.0
Residential Plot,5.0,0.0,0.0,Wah,2200000.0
Residential Plot,5.0,0.0,0.0,Wah,2250000.0
Residential Plot,5.0,0.0,0.0,Wah,2800000.0
Residential Plot,7.0,0.0,0.0,Wah,3250000.0
Residential Plot,5.0,0.0,0.0,Wah,6000000.0
Residential Plot,5.0,0.0,0.0,Wah,5500000.0
Residential Plot,5.0,0.0,0.0,Wah,4000000.0
Residential Plot,5.0,0.0,0.0,Wah,2000000.0
Residential Plot,5.0,0.0,0.0,Wah,2600000.0
Residential Plot,5.0,0.0,0.0,Wah,2500000.0
Residential Plot,5.0,0.0,0.0,Wah,4000000.0
Residential Plot,10.0,0.0,0.0,Wah,12500000.0
Residential Plot,7.0,0.0,0.0,Wah,3500000.0
Residential Plot,7.0,0.0,0.0,Wah,3500000.0
Residential Plot,5.6,0.0,0.0,Wah,1600000.0
Residential Plot,5.6,0.0,0.0,Wah,1600000.0
Residential Plot,5.6,0.0,0.0,Wah,1500000.0
Residential Plot,5.0,0.0,0.0,Wah,1850000.0
Residential Plot,10.0,0.0,0.0,Wah,7000000.0
Residential Plot,26.0,0.0,0.0,Wah,30000000.0
Residential Plot,5.0,0.0,0.0,Wah,2800000.0
Residential Plot,5.0,0.0,0.0,Wah,2000000.0
Residential Plot,5.0,0.0,0.0,Wah,1850000.0
Residential Plot,20.0,0.0,0.0,Wah,5000000.0
Residential Plot,5.0,0.0,0.0,Wah,3800000.0
Residential Plot,20.0,0.0,0.0,Wah,5200000.0
Residential Plot,5.0,0.0,0.0,Wah,2700000.0
Residential Plot,5.0,0.0,0.0,Wah,3500000.0
Residential Plot,6.0,0.0,0.0,Wah,4500000.0
Residential Plot,5.0,0.0,0.0,Wah,3200000.0
Residential Plot,5.0,0.0,0.0,Wah,3000000.0
Residential Plot,5.0,0.0,0.0,Wah,5500000.0
Residential Plot,20.0,0.0,0.0,Wah,16000000.0
Residential Plot,5.0,0.0,0.0,Wah,2000000.0
Residential Plot,5.4,0.0,0.0,Wah,3600000.0
Residential Plot,7.0,0.0,0.0,Wah,4200000.0
Residential Plot,5.0,0.0,0.0,Wah,2500000.0
Residential Plot,5.0,0.0,0.0,Wah,3600000.0
Residential Plot,5.0,0.0,0.0,Wah,1900000.0
Residential Plot,14.0,0.0,0.0,Wah,6000000.0
Residential Plot,5.6,0.0,0.0,Wah,4000000.0
Residential Plot,4.0,0.0,0.0,Wah,2600000.0
Residential Plot,5.0,0.0,0.0,Wah,2800000.0
Residential Plot,20.0,0.0,0.0,Wah,20000000.0
Residential Plot,20.0,0.0,0.0,Wah,22000000.0
Residential Plot,5.0,0.0,0.0,Wah,4500000.0
Residential Plot,13.0,0.0,0.0,Wah,12000000.0
Residential Plot,6.2,0.0,0.0,Wah,5000000.0
Residential Plot,5.0,0.0,0.0,Wah,3200000.0
Residential Plot,5.6,0.0,0.0,Wah,2750000.0
Residential Plot,5.0,0.0,0.0,Wah,2850000.0
Residential Plot,8.0,0.0,0.0,Wah,7500000.0
Residential Plot,5.0,0.0,0.0,Wah,1900000.0
Residential Plot,5.0,0.0,0.0,Wah,4200000.0
Residential Plot,10.0,0.0,0.0,Wah,7800000.0
Residential Plot,7.2,0.0,0.0,Wah,9200000.0
Residential Plot,5.0,0.0,0.0,Wah,2600000.0
Residential Plot,5.0,0.0,0.0,Wah,4500000.0
Residential Plot,7.0,0.0,0.0,Wah,4500000.0
Residential Plot,5.0,0.0,0.0,Wah,3800000.0
Residential Plot,8.0,0.0,0.0,Other,12000000.0
Residential Plot,3.6,0.0,0.0,Other,3500000.0
Commercial Plot,640.0,0.0,0.0,Other,900000000.0
Residential Plot,10.0,0.0,0.0,Other,15000000.0
Residential Plot,5.0,0.0,0.0,Other,3000000.0
Residential Plot,960.0,0.0,0.0,Punjab,100000000.0
Residential Plot,7.0,0.0,0.0,Other,1540000.0
Residential Plot,7.0,0.0,0.0,Other,1540000.0
Residential Plot,4.4,0.0,0.0,Other,5000000.0
Building,5.3,6.0,6.0,Islamabad,320000000.0
Shop,1.0,0.0,0.0,Islamabad,30000000.0
Building,14.2,6.0,6.0,Islamabad,250000000.0
Building,6.0,11.0,7.0,Islamabad,65000000.0
Shop,1.3,0.0,0.0,Islamabad,20000000.0
Building,6.0,6.0,4.0,Islamabad,1250000000.0
Office,2.9,0.0,7.0,Islamabad,16299999.999999998
Other,16.9,11.0,2.0,Islamabad,200000000.0
Building,4.0,6.0,6.0,Islamabad,79900000.0
Shop,3.3,0.0,0.0,Islamabad,48500000.0
Shop,1.0,0.0,0.0,Islamabad,18000000.0
Shop,3.0,0.0,1.0,Islamabad,48000000.0
Shop,1.7,0.0,0.0,Islamabad,19000000.0
Shop,1.5,0.0,0.0,Islamabad,15300000.0
Building,8.5,6.0,6.0,Islamabad,350000000.0
Shop,2.2,0.0,0.0,Islamabad,20000000.0
Shop,1.8,0.0,0.0,Islamabad,8000000.0
Shop,1.3,0.0,0.0,Islamabad,28700000.0
Building,10.0,6.0,6.0,Islamabad,80000000.0
Office,28.0,0.0,1.0,Islamabad,200000000.0
Shop,8.3,0.0,0.0,Islamabad,150000000.0
Building,4.0,6.0,6.0,Islamabad,100000000.0
Building,42.0,6.0,6.0,Islamabad,3500000000.0
Office,1.9,0.0,1.0,Islamabad,26500000.0
Shop,4.6,1.0,1.0,Islamabad,230000000.0
Shop,1.1,0.0,0.0,Islamabad,3843000.0
Shop,1.8,0.0,0.0,Islamabad,32500000.0
Shop,1.4,0.0,0.0,Islamabad,41500000.0
Shop,2.0,0.0,0.0,Islamabad,10500000.0
Shop,1.6,0.0,0.0,Islamabad,35700000.0
Building,7.1,6.0,6.0,Islamabad,250000000.0
Shop,2.7,0.0,0.0,Islamabad,100000000.0
Shop,1.1,0.0,0.0,Islamabad,10000000.0
Building,60.0,11.0,7.0,Islamabad,1210000000.0
Office,2.2,0.0,1.0,Islamabad,15000000.0
Shop,2.1,0.0,0.0,Islamabad,40000000.0
Building,14.2,6.0,6.0,Islamabad,360000000.0
Shop,1.1,0.0,0.0,Islamabad,10000000.0
Office,1.5,0.0,1.0,Islamabad,8500000.0
Shop,2.0,0.0,0.0,Islamabad,20600000.0
Building,12.2,6.0,6.0,Islamabad,650000000.0
Shop,2.2,0.0,0.0,Islamabad,20000000.0
Shop,2.2,0.0,1.0,Islamabad,14500000.0
Shop,1.1,0.0,0.0,Islamabad,17000000.0
Building,2.6,6.0,6.0,Islamabad,8730000.0
Shop,14.2,6.0,3.0,Islamabad,300000000.0
Shop,1.6,0.0,0.0,Islamabad,15700000.0
Shop,1.2,0.0,0.0,Islamabad,12000000.0
Shop,2.2,0.0,0.0,Islamabad,50000000.0
Shop,1.3,0.0,0.0,Islamabad,17000000.0
Building,13.0,11.0,7.0,Islamabad,160000000.0
Building,78.0,6.0,6.0,Islamabad,600000000.0
Building,6.7,6.0,6.0,Islamabad,260000000.0
Shop,4.6,0.0,0.0,Islamabad,235900000.0
Shop,2.2,0.0,0.0,Islamabad,50000000.0
Shop,1.0,0.0,0.0,Islamabad,8500000.0
Shop,1.1,0.0,0.0,Islamabad,20000000.0
Office,24.0,0.0,1.0,Islamabad,260000000.0
Building,16.0,1.0,1.0,Islamabad,150000000.0
Shop,1.1,0.0,0.0,Islamabad,25000000.0
Shop,1.1,0.0,0.0,Islamabad,21000000.0
Office,18.7,0.0,3.0,Islamabad,41100000.0
Shop,2.2,0.0,0.0,Islamabad,35500000.0
Shop,1.3,0.0,6.0,Islamabad,10500000.0
Shop,1.3,0.0,6.0,Islamabad,15600000.0
Office,1.8,0.0,6.0,Islamabad,10300000.0
Office,6.2,0.0,1.0,Islamabad,36000000.0
Shop,1.5,0.0,0.0,Islamabad,27500000.0
Shop,2.1,0.0,0.0,Islamabad,14500000.0
Building,10.7,6.0,6.0,Islamabad,310000000.0
Building,14.2,3.0,3.0,Islamabad,1050000000.0
Shop,1.1,0.0,0.0,Islamabad,35000000.0
Office,4.0,2.0,2.0,Islamabad,45000000.0
Shop,1.3,1.0,4.0,Islamabad,12000000.0
Shop,1.3,1.0,4.0,Islamabad,18000000.0
Other,4.9,2.0,2.0,Islamabad,18000000.0
Building,6.0,6.0,6.0,Islamabad,450000000.0
Shop,6.7,0.0,0.0,Islamabad,25000000.0
Building,102.0,5.0,5.0,Islamabad,5500000000.0
Shop,1.6,0.0,0.0,Islamabad,30000000.0
Building,15.0,6.0,6.0,Islamabad,380000000.0
Shop,6.7,0.0,0.0,Islamabad,160000000.0
Shop,1.0,1.0,1.0,Islamabad,10000000.0
Shop,1.1,0.0,0.0,Islamabad,10000000.0
Shop,1.0,0.0,0.0,Islamabad,6500000.0
Shop,4.0,0.0,0.0,Islamabad,130000000.0
Shop,1.4,0.0,0.0,Islamabad,60000000.0
Shop,1.2,0.0,0.0,Islamabad,12400000.0
Office,1.5,0.0,1.0,Islamabad,14900000.0
Office,3.9,0.0,1.0,Islamabad,33000000.0
Shop,1.6,0.0,0.0,Islamabad,15000000.0
Building,7.1,6.0,6.0,Islamabad,450000000.0
Shop,3.9,1.0,1.0,Islamabad,150000000.0
Shop,6.7,0.0,0.0,Islamabad,75000000.0
Office,2.2,0.0,1.0,Islamabad,17500000.0
Building,8.2,4.0,2.0,Islamabad,67000000.0
Shop,1.1,0.0,0.0,Islamabad,10000000.0
Building,4.0,3.0,4.0,Islamabad,249500000.0
Shop,1.6,0.0,0.0,Islamabad,23600000.0
Office,2.2,0.0,1.0,Islamabad,13500000.0
Shop,6.8,0.0,1.0,Islamabad,108000000.0
Shop,9.8,0.0,0.0,Islamabad,37700000.0
Building,60.0,11.0,6.0,Islamabad,450000000.0
Building,5.0,6.0,6.0,Islamabad,45000000.0
Building,14.2,6.0,6.0,Islamabad,480000000.0
Shop,2.5,0.0,0.0,Islamabad,75000000.0
Shop,6.0,0.0,0.0,Islamabad,12000000.0
Office,2.7,0.0,1.0,Islamabad,16000000.0
Office,5.7,2.0,2.0,Islamabad,16700000.0
Shop,2.9,0.0,0.0,Islamabad,89000000.0
Shop,1.1,0.0,0.0,Islamabad,6500000.0
Building,134.0,6.0,6.0,Islamabad,500000000.0
Building,4.0,6.0,6.0,Islamabad,168500000.0
Building,7.0,3.0,3.0,Islamabad,450000000.0
Office,5.3,0.0,1.0,Islamabad,100000000.0
Building,4.0,9.0,6.0,Islamabad,87500000.0
Building,14.2,6.0,6.0,Islamabad,250000000.0
Building,4.0,2.0,2.0,Islamabad,60000000.0
Building,14.2,6.0,6.0,Islamabad,165000000.0
Shop,5.0,0.0,0.0,Islamabad,22500000.0
Shop,2.2,0.0,0.0,Islamabad,37800000.0
Shop,3.6,1.0,1.0,Islamabad,74000000.0
Office,26.0,11.0,1.0,Islamabad,270000000.0
Office,2.4,0.0,1.0,Islamabad,33000000.0
Office,1.7,1.0,1.0,Islamabad,11299999.999999998
Shop,1.4,0.0,0.0,Islamabad,20000000.0
Shop,1.2,0.0,0.0,Islamabad,85000000.0
Shop,1.9,0.0,0.0,Islamabad,60000000.0
Shop,1.3,1.0,1.0,Islamabad,63000000.0
Shop,1.7,0.0,0.0,Islamabad,11500000.0
Shop,1.0,0.0,0.0,Islamabad,7600000.0
Building,20.0,6.0,7.0,Islamabad,210000000.0
Shop,2.0,0.0,0.0,Islamabad,30000000.0
Shop,1.9,0.0,0.0,Islamabad,50000000.0
Shop,1.8,0.0,0.0,Islamabad,50000000.0
Shop,2.0,0.0,0.0,Islamabad,10500000.0
Shop,3.6,0.0,0.0,Islamabad,12500000.0
Shop,1.4,0.0,0.0,Islamabad,18600000.0
Shop,1.1,0.0,0.0,Islamabad,11399999.999999998
Shop,5.0,0.0,0.0,Islamabad,9000000.0
Building,3.6,6.0,6.0,Islamabad,100000000.0
Office,2.7,0.0,1.0,Islamabad,8500000.0
Building,11.6,6.0,6.0,Islamabad,460000000.0
Building,4.0,6.0,6.0,Islamabad,90000000.0
Building,19.1,6.0,6.0,Islamabad,320000000.0
Shop,1.0,1.0,0.0,Islamabad,15200000.0
Shop,1.0,4.0,5.0,Islamabad,12500000.0
Shop,5.3,0.0,0.0,Islamabad,34500000.0
Office,4.1,0.0,1.0,Islamabad,23300000.0
Shop,2.0,0.0,0.0,Islamabad,7198000.0
Shop,2.7,0.0,0.0,Islamabad,65000000.0
Office,1.9,1.0,1.0,Islamabad,10500000.0
Office,2.8,0.0,1.0,Islamabad,46600000.0
Shop,2.7,0.0,0.0,Islamabad,105000000.0
Office,8.9,9.0,6.0,Islamabad,300000000.0
Shop,1.8,0.0,0.0,Islamabad,50000000.0
Shop,2.0,0.0,0.0,Islamabad,25000000.0
Shop,2.2,0.0,0.0,Islamabad,50000000.0
Building,20.0,9.0,7.0,Islamabad,55000000.0
Shop,1.1,0.0,0.0,Islamabad,20000000.0
Shop,7.6,0.0,0.0,Islamabad,300000000.0
Shop,1.2,0.0,6.0,Islamabad,14600000.0
Building,1200.0,6.0,6.0,Islamabad,220000000.0
Building,16.0,6.0,4.0,Islamabad,1450000000.0
Building,62.0,6.0,6.0,Islamabad,1450000000.0
Building,40.0,6.0,5.0,Islamabad,3500000000.0
Shop,2.2,0.0,0.0,Islamabad,49900000.0
Shop,3.1,0.0,0.0,Islamabad,34000000.0
Building,22.0,6.0,6.0,Islamabad,210000000.0
Office,2.7,0.0,1.0,Islamabad,40000000.0
Office,1.4,0.0,1.0,Islamabad,25000000.0
Shop,3.1,0.0,0.0,Islamabad,35000000.0
Building,5.0,6.0,6.0,Islamabad,85000000.0
Shop,3.3,11.0,7.0,Islamabad,51600000.0
Shop,1.2,1.0,0.0,Islamabad,22700000.0
Office,1.9,0.0,1.0,Islamabad,32500000.0
Shop,5.9,0.0,0.0,Islamabad,350000000.0
Shop,1.5,0.0,0.0,Islamabad,40500000.0
Shop,1.0,0.0,6.0,Islamabad,12000000.0
Shop,3.1,0.0,0.0,Islamabad,52000000.0
Shop,2.4,0.0,0.0,Islamabad,41300000.0
Office,2.3,0.0,1.0,Islamabad,15000000.0
